id,source,headline,url
942,News24,দরকার হলে ২০০ কি. মি. গতিতে বল করব: শাহীন আফ্রিদি,https://www.news24bd.tv/details/284122
943,News24,বিশ্বকাপে দি মারিয়ার আইকনিক ‘১১’ নম্বর জার্সি পাচ্ছেন যিনি,https://www.news24bd.tv/details/284074
944,News24,মেসির প্রশংসা ও আর্জেন্টিনাকে এগিয়ে রাখলেন ব্রাজিলের ভিনিসিয়ুস,https://www.news24bd.tv/details/284062
945,News24,২০৩০ বিশ্বকাপেও খেলবেন রোনালদো: পর্তুগাল কোচ,https://www.news24bd.tv/details/284060
946,News24,মানসিকভাবে বিপর্যস্ত হয়ে মুম্বাই ইন্ডিয়ান্স ছাড়ছেন হার্দিক পান্ডিয়া,https://www.news24bd.tv/details/284057
947,News24,বিশ্বকাপে আর্জেন্টিনার ম্যাচগুলো কবে কখন,https://www.news24bd.tv/details/284042
948,News24,"ভারতের মুখোমুখি হবে বাংলাদেশ, যা বললেন ফরোয়ার্ড প্রীতি",https://www.news24bd.tv/details/284034
949,News24,১০ নম্বর জার্সিতে নতুন ইতিহাস গড়তে যাচ্ছেন মেসি,https://www.news24bd.tv/details/284015
950,News24,"ফিলিস্তিনের পক্ষে সমর্থকদের প্রতিবাদ, দুই দফা বন্ধ ফুটবল ম্যাচ",https://www.news24bd.tv/details/283991
951,News24,মেসি: জাদুকরি ফুটবলের নান্দনিক অর্জনগুলো স্বপ্নজয়ের আশা!,https://www.news24bd.tv/details/283979
952,News24,বিশ্বকাপের প্রথম ম্যাচ থেকে ছিটকে গেলেন নেইমার,https://www.news24bd.tv/details/283978
953,News24,বিশ্বকাপের চূড়ান্ত দল ঘোষণা আর্জেন্টিনার,https://www.news24bd.tv/details/283966
954,News24,দিবালাকে বাদ দেওয়া নিয়ে যা বললেন স্কালোনি,https://www.news24bd.tv/details/283962
955,News24,"নেদারল্যান্ডসের বিশ্বকাপ দলে ডিপে, বাদ পড়েছেন ফ্রিমপং",https://www.news24bd.tv/details/283951
956,News24,মালদ্বীপকে হারিয়ে সাফের সেমিফাইনালে বাংলাদেশ,https://www.news24bd.tv/details/283949
957,News24,আর্জেন্টিনা ছেড়ে রিয়াল মাদ্রিদে যাচ্ছেন স্কালোনি?,https://www.news24bd.tv/details/283937
958,News24,ইরানের বিশ্বকাপ ভিসা পাওয়া নিয়ে উদ্বেগ,https://www.news24bd.tv/details/283930
959,News24,৪ মাস নিষিদ্ধ আর্জেন্টাইন ফুটবলার,https://www.news24bd.tv/details/283913
960,News24,"বিশ্বকাপের ঠিক আগে হাসপাতালে নেইমার, দুশ্চিন্তায় ব্রাজিল",https://www.news24bd.tv/details/283903
961,News24,দেশবাসীকে ঈদের শুভেচ্ছা মুশফিকুর রহিমের,https://www.news24bd.tv/details/283897
962,News24,"জানা গেল কবে হতে পারে আর্জেন্টিনার বিশ্বকাপ দল ঘোষণা, দেখবেন যেভাবে",https://www.news24bd.tv/details/283884
963,News24,বাংলাদেশিদের ঈদ শুভেচ্ছা জানাল আর্জেন্টিনা,https://www.news24bd.tv/details/283877
964,News24,নেইমারকে নিয়ে শঙ্কা কাটছে না ব্রাজিলের,https://www.news24bd.tv/details/283846
965,News24,দুলতে থাকা মেসির ৭০ ফুট ভাস্কর্য সরিয়ে ফেলার নির্দেশ,https://www.news24bd.tv/details/283845
966,News24,বিশ্বকাপের আগে মেসিকে নিয়ে দুশ্চিন্তায় আর্জেন্টিনা,https://www.news24bd.tv/details/283824
967,News24,"২৬ নয়, ৩২ ফুটবলার নিয়ে বিশ্বকাপে যাচ্ছে আর্জেন্টিনা!",https://www.news24bd.tv/details/283787
968,News24,সাতটি ধর্ষণের অভিযোগ নিয়ে বিশ্বকাপ দলে কুইরোজ,https://www.news24bd.tv/details/283778
969,News24,"আর্জেন্টিনা দলে দুঃসংবাদ, মেসিসহ ৬ ফুটবলারকে নিয়ে দুশ্চিন্তায় স্কালোনি",https://www.news24bd.tv/details/283768
970,News24,এবার বিশ্বকাপের জন্য দল ঘোষণা করল স্বাগতিক যুক্তরাষ্ট্র,https://www.news24bd.tv/details/283767
971,News24,২০ ট্রফির মহাকাব্য লিখে সিটির অধ্যায় শেষ করলেন গার্দিওলা,https://www.news24bd.tv/details/283757
972,News24,হামজাদের সাফ শুরু হচ্ছে কবে?,https://www.news24bd.tv/details/283742
973,News24,বাংলাদেশ দলে যুক্ত হচ্ছেন আরও দুই ফুটবলার!,https://www.news24bd.tv/details/283741
974,News24,শেষবারের মতো গ্যালারি মাতাবেন ৭৭ বছর বয়সী জলিল চাচা,https://www.news24bd.tv/details/283721
975,News24,১০ নম্বর জার্সি নেইমারের: ভিনিসিয়ুস,https://www.news24bd.tv/details/283692
976,News24,"আর্জেন্টিনা দলে দুঃসংবাদ, এবার ‘চোটে’ আকুনা",https://www.news24bd.tv/details/283667
977,News24,হামেসকে অধিনায়ক করেই বিশ্বকাপে যাচ্ছে কলম্বিয়া,https://www.news24bd.tv/details/283660
978,News24,মেডিকেল রিপোর্টে শঙ্কামুক্ত মেসি,https://www.news24bd.tv/details/283594
979,News24,ওয়েস্ট ইন্ডিজ সফরে তিন ফরম্যাটের দল ঘোষণা শ্রীলঙ্কার,https://www.news24bd.tv/details/283589
980,News24,বিশ্বকাপে জাপানের কাছে হেরে বিদায় নিবে ব্রাজিল!,https://www.news24bd.tv/details/283572
981,News24,ম্যাচ চলাকালে মাঠেই ভারতীয় ক্রিকেটারের মৃত্যু,https://www.news24bd.tv/details/283562
982,News24,"নেইমার নাকি ভিনিসিয়ুস, বিশ্বকাপে ব্রাজিলের ১০ নম্বর জার্সি কার",https://www.news24bd.tv/details/283543
983,News24,"স্পেনের বিশ্বকাপ দল ঘোষণা: ৮ জনই বার্সেলোনার, রিয়ালের নেই কেউই",https://www.news24bd.tv/details/283535
984,News24,"বাংলাদেশে দলে ফিরলেন জিকো, নতুন মুখ স্বাধীন",https://www.news24bd.tv/details/283504
985,News24,"ফুটবল নয় যেন নজরদারির যন্ত্র, বিশ্বকাপ বল নিয়ে চাঞ্চল্য",https://www.news24bd.tv/details/283503
986,News24,"ভয় ধরিয়ে দিলেন মেসি, বিশ্বকাপে খেলা নিয়ে যা জানা গেল",https://www.news24bd.tv/details/283465
987,News24,হঠাৎ বদলে গেল বাংলাদেশের অধিনায়ক,https://www.news24bd.tv/details/283423
988,News24,"বিশ্বকাপ জিতবে কোন দেশ, জানালেন টানা তিনবার সঠিক ভবিষ্যদ্বাণী করা অর্থনীতিবিদ",https://www.news24bd.tv/details/283421
989,News24,বিশ্বকাপ শুরুর আগেই আর্জেন্টিনার কাছে হার ব্রাজিলের!,https://www.news24bd.tv/details/283388
990,News24,"বিশ্বকাপে মেসি খেলবে কি খেলবে না, স্পষ্ট করল আর্জেন্টিনা",https://www.news24bd.tv/details/283386
991,News24,"কবে ঘোষণা হবে আর্জেন্টিনার বিশ্বকাপ দল, কারা থাকছেন চূড়ান্ত তালিকায়?",https://www.news24bd.tv/details/283371
992,News24,যুক্তরাষ্ট্র থেকে মেক্সিকোয় ‘বেজক্যাম্প’ সরিয়ে নিলো ইরান,https://www.news24bd.tv/details/283283
993,News24,লিওঁকে উড়িয়ে চতুর্থ চ্যাম্পিয়ন্স লিগ জিতল বার্সেলোনার নারীরা,https://www.news24bd.tv/details/283262
994,News24,"পাকিস্তান ওয়ানডে দলে ফিরলেন বাবর, বাদ রিজওয়ান",https://www.news24bd.tv/details/283067
995,News24,বাংলাদেশকে ফিফা র‍্যাঙ্কিংয়ে এগিয়ে আনাই আমার লক্ষ্য: নতুন কোচ ডুলি,https://www.news24bd.tv/details/283041
996,News24,"ম্যানসিটি ছাড়ার ঘোষণা দিয়ে গার্দিওলা বললেন, ‘এটাই চলে যাওয়ার সঠিক সময়’",https://www.news24bd.tv/details/283037
997,News24,"ফোডেন, পালমার, হ্যারি–আর্নল্ডকে ছাড়াই দল ঘোষণা ইংল্যান্ডের",https://www.news24bd.tv/details/283023
998,News24,নতুন ৪ নিয়মে বদলে যাচ্ছে বিশ্বকাপের চেহারা,https://www.news24bd.tv/details/282995
999,News24,শেষ মুহূর্তের চোটে অনিশ্চিত নেইমার,https://www.news24bd.tv/details/282990
1000,News24,"সেনেগালের বিশ্বকাপ দল ঘোষণা, আছেন কি সাদিও মানে?",https://www.news24bd.tv/details/282968
1001,News24,বাংলাদেশের নতুন কোচ হলেন থমাস ডুলি,https://www.news24bd.tv/details/282959
1002,News24,"আল্লাহর দেওয়া বিধান মধ্যযুগীয় নয়, সকল যুগের সমাধান",https://www.news24bd.tv/details/282939
1003,News24,রোনালদোর জোড়া গোলে জয় পেল আল নাসর,https://www.news24bd.tv/details/282935
1004,News24,বাংলাদেশ নারী ক্রিকেট দলকে সংবর্ধনা দিল ব্রিটিশ হাইকমিশন,https://www.news24bd.tv/details/282918
1005,News24,আইপিএল অভিজ্ঞতার কারণে অস্ট্রেলিয়া সিরিজ চ্যালেঞ্জিং হতে পারে: সাইফউদ্দিন,https://www.news24bd.tv/details/282909
1006,News24,‘নতুন কুঁড়ি’ ফুটবলে চ্যাম্পিয়ন বরিশাল,https://www.news24bd.tv/details/282872
1007,News24,"‘ধর্ষ*ণের মতো জঘন্য অপরাধের বিচার হতে হবে দ্রুত, কঠোর এবং দৃষ্টান্তমূলক’",https://www.news24bd.tv/details/282866
1008,News24,ইচপির কোচ হয়ে যা বললেন সালাউদ্দিন,https://www.news24bd.tv/details/282852
1009,News24,কন্যাসন্তানের বাবা হিসেবে রামিসার ঘটনা মেনে নিতে পারছি না: লিটন দাস,https://www.news24bd.tv/details/282847
1010,News24,জনসমক্ষে পাথর নিক্ষেপের একটি আইন পাশ করুন: ইমরুল কায়েস,https://www.news24bd.tv/details/282810
1011,News24,আঙুল ভাঙল আর্জেন্টাইন গোলরক্ষক মার্টিনেজ,https://www.news24bd.tv/details/282802
1012,News24,আর্জেন্টিনার বিশ্বকাপ দল থেকে বাদ পড়লেন ২০ জন,https://www.news24bd.tv/details/282793
1013,News24,৪৪ বছর পর ইউরোপা লিগের চ্যাম্পিয়ন অ্যাস্টন ভিলা,https://www.news24bd.tv/details/282766
1014,News24,অবসর ভেঙে বিশ্বকাপে ফিরছেন জার্মান গোলরক্ষক ম্যানুয়েল নয়্যার,https://www.news24bd.tv/details/282749
1015,News24,"‘স্কালোনি উইল বি ফেটেড, মেসি উইল বি সেইন্টেড’",https://www.news24bd.tv/details/282743
1016,News24,ফেডারেশন কাপ: দুবার পিছিয়েও মোহামেডানকে হারিয়ে হ্যাটট্রিক শিরোপা বসুন্ধরা কিংসের,https://www.news24bd.tv/details/282720
1017,News24,বাংলাদেশের বদলে যাওয়া টেস্ট ক্রিকেটে মুগ্ধ ওয়াসিম আকরাম,https://www.news24bd.tv/details/282698
1018,News24,আগামীতে ফুটবলের মাধ্যমেই বাংলাদেশকে চিনবে বিশ্ববাসী: বাফুফে সভাপতি,https://www.news24bd.tv/details/282676
1019,News24,টেস্ট চ্যাম্পিয়নশিপের ফাইনালে খেলতে বাংলাদেশের সামনে যে সমীকরণ,https://www.news24bd.tv/details/282665
1020,News24,"নারী ফুটবলারদের গোপন ভিডিও ধারণ, আজীবন নিষিদ্ধ কোচ",https://www.news24bd.tv/details/282663
1021,News24,পাকিস্তানকে হটিয়ে টেস্ট র‌্যাঙ্কিংয়ে প্রথমবারের মতো সাতে বাংলাদেশ,https://www.news24bd.tv/details/282648
1022,News24,যুক্তরাষ্ট্রের ভিসা পাওয়া নিয়ে এখনো অনিশ্চয়তায় ইরানের কোচ,https://www.news24bd.tv/details/282646
1023,News24,পাকিস্তানকে হোয়াইটওয়াশ করায় বাংলাদেশ দলকে অভিনন্দন প্রধানমন্ত্রীর,https://www.news24bd.tv/details/282641
1024,News24,পাকিস্তানকে হোয়াইটওয়াশ করে ইতিহাস গড়ল বাংলাদেশ,https://www.news24bd.tv/details/282630
1025,News24,বিশ্বকাপ থেকে ছিটকে যাচ্ছেন আর্জেন্টাইন তারকা!,https://www.news24bd.tv/details/282618
1026,News24,সিটির হোঁচটে ২২ বছর পর আর্সেনালের প্রিমিয়ার লিগ জয়,https://www.news24bd.tv/details/282599
1027,News24,'অস্ট্রেলিয়াকে ওয়ানডে সিরিজে হারাবে বাংলাদেশ',https://www.news24bd.tv/details/282570
1028,News24,আফগানদের বিপক্ষে ভারতের টেস্ট দল ঘোষণা,https://www.news24bd.tv/details/282552
1029,News24,বিসিবি নির্বাচনের ১৮৪ জনের চূড়ান্ত ভোটার তালিকা প্রকাশ,https://www.news24bd.tv/details/282540
1030,News24,বিশ্বকাপের জন্য শক্তিশালী দল ঘোষণা করলো পর্তুগাল,https://www.news24bd.tv/details/282537
1031,News24,চতুর্থ দিনে জয়ের সুবাস নিয়ে মাঠ ছাড়ল বাংলাদেশ,https://www.news24bd.tv/details/282535
1032,News24,কবে হতে পারে আর্জেন্টিনার বিশ্বকাপ দল ঘোষণা?,https://www.news24bd.tv/details/282516
1033,News24,মারা গেলেন অস্ট্রেলিয়ার সাবেক উইকেটকিপার জন ম্যাকলিন,https://www.news24bd.tv/details/282511
1034,News24,"ব্রাজিলের বিশ্বকাপ দল ঘোষণা, বাদ পড়লেন যেসব তারকা ফুটবলার",https://www.news24bd.tv/details/282500
1035,News24,"ব্রাজিলের পর আসছে আর্জেন্টিনার বিশ্বকাপ দল, থাকছে চমক",https://www.news24bd.tv/details/282495
1036,News24,৩০ বছর পর দল ঘোষণায় যে নজির দেখালো ব্রাজিল,https://www.news24bd.tv/details/282476
1037,News24,"দুই উইকেট নিয়ে মধ্যাহ্নভোজে, বাংলাদেশের আরও চায় ৮ উইকেট",https://www.news24bd.tv/details/282470
1038,News24,নেইমারকে নিয়েই ব্রাজিলের বিশ্বকাপ স্কোয়াড ঘোষণা,https://www.news24bd.tv/details/282419
1039,News24,ইংল্যান্ডের সাবেক অধিনায়ক মাইক স্মিথ আর নেই,https://www.news24bd.tv/details/282411
1040,News24,বসুন্ধরা গ্রুপ আন্তঃমিডিয়া ক্রিকেট টুর্নামেন্টে চ্যাম্পিয়ন টি স্পোর্টস,https://www.news24bd.tv/details/282409
1041,News24,টি স্পোর্টসকে ২২৮ রানের টার্গেট দিল নিউজ টোয়েন্টিফোর,https://www.news24bd.tv/details/282398
1042,News24,সাকিব–মাশরাফিকে নিয়ে ইশরাক হোসেনের পরামর্শ,https://www.news24bd.tv/details/282388
1043,News24,টসে হেরে ব্যাটিংয়ে নিউজ টোয়েন্টিফোর,https://www.news24bd.tv/details/282369
1044,News24,কান্নায় ভেঙে পড়লেন নেইমার,https://www.news24bd.tv/details/282353
1045,News24,পাকিস্তানকে ৪৩৭ রানের টার্গেট দিল বাংলাদেশ,https://www.news24bd.tv/details/282341
1046,News24,"তুরস্কে রওনা দিলো ইরান, যুক্তরাষ্ট্রের ভিসা আবেদনও সেখানেই",https://www.news24bd.tv/details/282322
1047,News24,টেস্টে সবচেয়ে বেশি সেঞ্চুরির মালিক এখন মুশফিক,https://www.news24bd.tv/details/282321
1048,News24,"সিলেট টেস্টেও চালকের আসনে বাংলাদেশ, লিড ছাড়াল দুইশ",https://www.news24bd.tv/details/282308
1049,News24,"আজ ঘোষণা হচ্ছে ব্রাজিলের বিশ্বকাপ দল, দেখবেন যেভাবে",https://www.news24bd.tv/details/282298
1050,News24,"আমি নিজের পারফরম্যান্সে সন্তুষ্ট, কোচ অবশ্যই সেরা ২৬ জনকে বেছে নেবেন: নেইমার",https://www.news24bd.tv/details/282287
1051,News24,বিশ্বকাপের দল ঘোষণার আগের দিন রাতে আলোচনায় নেইমার,https://www.news24bd.tv/details/282263
1052,News24,১৮৪ জনের খসড়া ভোটার তালিকা প্রকাশ বিসিবির,https://www.news24bd.tv/details/282255
1053,News24,দ্রুততম মানব-মানবী ইমরানুর-শিরিন,https://www.news24bd.tv/details/282248
1054,News24,অবশেষে নেইমারকে নিয়ে নীরবতা ভাঙলেন আনচেলত্তি,https://www.news24bd.tv/details/282243
1055,News24,"মুমিনুলের আউটে শেষ দ্বিতীয় দিন, ১৫৬ রানে এগিয়ে বাংলাদেশ",https://www.news24bd.tv/details/282195
1056,News24,"হামজাদের কোচ হতে সম্মতি কোলম্যানের, চূড়ান্ত সিদ্ধান্ত এজেন্টের সঙ্গে আলোচনার পর",https://www.news24bd.tv/details/282180
1057,News24,"২৩২ রানে অলআউট পাকিস্তান, ৪৬ রানের লিড নিলো বাংলাদেশ",https://www.news24bd.tv/details/282158
1058,News24,চার উইকেট নিয়ে স্বস্তিতে মধ্যাহ্নভোজে বাংলাদেশ,https://www.news24bd.tv/details/282135
1059,News24,দিনের শুরুতে তাসকিনের জোড়া আঘাতে চাপে পাকিস্তান,https://www.news24bd.tv/details/282119
1060,News24,চেলসিকে হারিয়ে এফএ কাপ শিরোপা ম‍্যানচেস্টার সিটির,https://www.news24bd.tv/details/282086
1061,News24,"এক গোলেই বাজিমাত, চেলসিকে হারিয়ে চ্যাম্পিয়ন ম্যান সিটি",https://www.news24bd.tv/details/282062
1062,News24,আইড্যাব ফুটসাল ফেস্টে চ্যাম্পিয়ন এআইইউবি,https://www.news24bd.tv/details/282042
1063,News24,"বিসিবি নির্বাচনের তফসিল ঘোষণা, ভোটগ্রহণ ৭ জুন",https://www.news24bd.tv/details/282041
1064,News24,বার্সেলোনা ছাড়ার ঘোষণা দিলেন লেভানডফস্কি,https://www.news24bd.tv/details/282039
1065,News24,"ধ্বংসস্তূপে দাঁড়িয়ে লিটনের ‘মাস্টারক্লাস’ সেঞ্চুরি, বাংলাদেশ তুললো ২৭৮ রান",https://www.news24bd.tv/details/282022
1066,News24,বিসিবির অ্যাডহক কমিটি বাতিল চেয়ে হাইকোর্টে রিট,https://www.news24bd.tv/details/282012
1067,News24,বিশ্বকাপে মাঠ কাঁপাতে প্রস্তুত একঝাঁক তরুণ তুর্কি,https://www.news24bd.tv/details/281964
1068,News24,মাথায় আঘাত পেয়ে স্ট্রেচারে মাঠ ছাড়লেন হাসান আলি,https://www.news24bd.tv/details/281955
1069,News24,মুক্তি পেলো ফিফা বিশ্বকাপের অফিসিয়াল থিম সং,https://www.news24bd.tv/details/281949
1070,News24,উইকেট বলি দিয়ে ম্যাচ শুরু করলো বাংলাদেশ,https://www.news24bd.tv/details/281940
1071,News24,"সিলেটেও টস ভাগ্য শান মাসুদের, ব্যাটিংয়ে বাংলাদেশ",https://www.news24bd.tv/details/281935
1072,News24,বাংলাদেশ-পাকিস্তানের টেস্টসহ টিভিতে যা দেখবেন,https://www.news24bd.tv/details/281930
1073,News24,"চীনের বিশ্বকাপ সম্প্রচার চুক্তি চূড়ান্ত, অনিশ্চয়তায় ভারত",https://www.news24bd.tv/details/281907
1074,News24,"খেলোয়াড় থেকে বিলিয়নিয়ার, নতুন উচ্চতায় ডেভিড বেকহাম",https://www.news24bd.tv/details/281880
1075,News24,আবাহনীকে হারিয়ে ষষ্ঠবারের মতো চ্যাম্পিয়ন বসুন্ধরা কিংস,https://www.news24bd.tv/details/281859
1076,News24,বিশ্বকাপের জন্য দল ঘোষণা করলো জাপান,https://www.news24bd.tv/details/281856
1077,News24,"পাকিস্তান ক্রিকেটে আসছে বড় পরিবর্তন, ছিটকে যেতে পারে যেসব তারকারা",https://www.news24bd.tv/details/281816
1078,News24,ওয়ানডেতে কি ফিরছেন মুশফিক? জানালেন নিজেই,https://www.news24bd.tv/details/281815
1079,News24,নিউজিল্যান্ডে ভয়াবহ সড়ক দুর্ঘটনায় ব্রিটিশ ক্রিকেটারের মৃত্যু,https://www.news24bd.tv/details/281813
1080,News24,গঞ্জালো-বেলিংহ্যামের গোলে রিয়ালের স্বস্তির জয়,https://www.news24bd.tv/details/281794
1081,News24,"বিশ্বকাপ দল ঘোষণা ফ্রান্সের, বাদ পড়লেন রিয়াল তারকা",https://www.news24bd.tv/details/281779
1082,News24,ফ্র্যাঞ্চাইজি টি-টোয়েন্টি টুর্নামেন্ট শুরু করছে সৌদি আরব,https://www.news24bd.tv/details/281710
1083,News24,নতুন ভূমিকায় মাহমুদউল্লাহ রিয়াদ,https://www.news24bd.tv/details/281703
1084,News24,দেশের এক নম্বর নারী মুষ্টিযোদ্ধা সানজিদা জান্নাতের সঙ্গে ফ্রি প্রশিক্ষণের সুযোগ,https://www.news24bd.tv/details/281701
1085,News24,বিশ্বকাপের আগে তিনটি প্রস্তুতি ম্যাচ খেলবে মরক্কো,https://www.news24bd.tv/details/281674
1086,News24,"চোটের কারণে ছিটকে গেলেন সাদমান, ডাক পেলেন জাকির",https://www.news24bd.tv/details/281665
1087,News24,নাহিদ রানা এবার আইসিসির মাসসেরা,https://www.news24bd.tv/details/281651
1088,News24,বিশ্বকাপ ফাইনালে মুখোমুখি হতে পারেন মেসি-রোনালদো!,https://www.news24bd.tv/details/281649
1089,News24,ইরানের বিশ্বকাপ দলকে বিদায়ী সংবর্ধনা দিল হাজারো ভক্ত,https://www.news24bd.tv/details/281637
1090,News24,‘কোটি টাকা দিলে কেস থেকে নাম উঠিয়ে দেবে’,https://www.news24bd.tv/details/281597
1091,News24,"মেসি ম্যাজিকে, প্রতিপক্ষকে উড়িয়ে দিল ইন্টার মায়ামি",https://www.news24bd.tv/details/281593
1092,News24,স্বপ্ন ছোয়ার পর হারল বার্সেলোনা,https://www.news24bd.tv/details/281576
1093,News24,"৫০ ওভারে রান ৮২২, প্রতিপক্ষ অলআউট মাত্র ২৮ রানে",https://www.news24bd.tv/details/281555
1094,News24,পাকিস্তানের দ্বিতীয় সর্বোচ্চ বেসামরিক সম্মাননা পেলেন শহীদ আফ্রিদি,https://www.news24bd.tv/details/281548
1095,News24,আইসিসি থেকে বড় সুখবর পেল বাংলাদেশ,https://www.news24bd.tv/details/281507
1096,News24,এবার আইসিসি থেকে বড় পুরস্কার পেলেন শান্ত ও নাহিদ রানা,https://www.news24bd.tv/details/281502
1097,News24,বিশ্বকাপ দলে আর্জেন্টিনার ২২ ফুটবলার চূড়ান্ত,https://www.news24bd.tv/details/281486
1098,News24,গোলকিপারের অবিশ্বাস্য ভুলে শিরোপার অপেক্ষা বাড়ল রোনালদোর,https://www.news24bd.tv/details/281439
1099,News24,প্রথম জয়ে ষষ্ঠ স্থানে উঠল বাংলাদেশ,https://www.news24bd.tv/details/281400
1100,News24,পাকিস্তানকে হারিয়ে বিসিবির কাছে যা চাইলেন শান্ত,https://www.news24bd.tv/details/281393
1101,News24,প্রথম বাংলাদেশি পেসার হিসেবে নাহিদ রানার অনন্য রেকর্ড,https://www.news24bd.tv/details/281383
1102,News24,বাংলাদেশ দলকে অভিনন্দন জানালেন প্রধানমন্ত্রী,https://www.news24bd.tv/details/281363
1103,News24,"নাহিদ রানার আগুনঝরা বোলিং, বাংলাদেশের কাছে পাত্তা পেল না পাকিস্তান",https://www.news24bd.tv/details/281344
1104,News24,বিশ্বকাপে ব্রাজিলের দল থেকে বাদ পড়লেন যারা,https://www.news24bd.tv/details/281339
1105,News24,পাকিস্তানের বিপক্ষে দ্বিতীয় টেস্টের স্কোয়াড ঘোষণা বাংলাদেশের,https://www.news24bd.tv/details/281336
1106,News24,"৩ উইকেট হারিয়ে চাপে পাকিস্তান, জিততে হলে যে সমীকরণ বাংলাদেশের?",https://www.news24bd.tv/details/281323
1107,News24,"শান্তর সেঞ্চুরি মিস, পাকিস্তানকে ২৬৮ রানের লক্ষ্য দিল বাংলাদেশ",https://www.news24bd.tv/details/281297
1108,News24,বার্সেলোনার জয় উদ্‌যাপনে ফিলিস্তিনের পতাকা হাতে লামিন,https://www.news24bd.tv/details/281273
1109,News24,বিবাহবিচ্ছেদের পথে ক্রিকেটার ওয়াসিম দম্পতি,https://www.news24bd.tv/details/281239
1110,News24,প্রশংসায় ভাসছেন নেইমার,https://www.news24bd.tv/details/281222
1111,News24,কেমন ছন্দে আছেন মেসি-রোনালদো?,https://www.news24bd.tv/details/281220
1112,News24,বিশ্বকাপের জন্য আর্জেন্টিনার প্রাথমিক দল ঘোষণা,https://www.news24bd.tv/details/281203
1113,News24,ওয়ানডে র‌্যাঙ্কিংয়ে বাংলাদেশের জন্য সুখবর,https://www.news24bd.tv/details/281198
1114,News24,১৭৯ রানের লিড নিয়ে চতুর্থ দিন শেষ করল বাংলাদেশ,https://www.news24bd.tv/details/281185
1115,News24,বিশ্বকাপে বাংলাদেশ না খেলার কারণ খুঁজতে তদন্ত কমিটি,https://www.news24bd.tv/details/281177
1116,News24,তৃতীয় বাংলাদেশি হিসেবে টেস্টে ৫ হাজার রানের ক্লাবে মুমিনুল,https://www.news24bd.tv/details/281173
1117,News24,বাবার মৃত্যুর দিনে বার্সাকে শিরোপা জিতিয়ে আবেগপ্রবণ ফ্লিক,https://www.news24bd.tv/details/281135
1118,News24,"বৃষ্টিতে আবারও বন্ধ ঢাকা টেস্ট, বিরতির পর নামা হয়নি মাঠে",https://www.news24bd.tv/details/281123
1119,News24,"বাংলাদেশের বিপক্ষে ওয়ানডে ও টি-টোয়েন্টি স্কোয়াড ঘোষণা অস্ট্রেলিয়ার, দলে নেই ৩ তারকা",https://www.news24bd.tv/details/281083
1120,News24,রিয়ালকে বিধ্বস্ত করে লা লিগা শিরোপা জিতলো বার্সেলোনা,https://www.news24bd.tv/details/281064
1121,News24,বার্সা-রিয়াল দ্বৈরথে লা লিগার মীমাংসা?,https://www.news24bd.tv/details/281051
1122,News24,এল ক্লাসিকোর আগে বাবা হারালেন হানসি ফ্লিক,https://www.news24bd.tv/details/281042
1123,News24,"ফুটবল বিশ্বকাপ মাতাবেন এক বাংলাদেশি, জেনে নিন কে?",https://www.news24bd.tv/details/281023
1124,News24,"সন্ধ্যায় জরুরি বৈঠকে বসছে বাফুফে, চূড়ান্ত হতে পারে নতুন কোচ",https://www.news24bd.tv/details/280992
1125,News24,তৃতীয় দিনের খেলা শেষে বাংলাদেশের লিড ৩৪ রানের,https://www.news24bd.tv/details/280987
1126,News24,ইরানের জন্য ‘শুভকামনা’ জানালেন ফিফা প্রধান,https://www.news24bd.tv/details/280980
1127,News24,মিরপুরে টেস্টের মাঝেই ফ্লাডলাইটে আগুন,https://www.news24bd.tv/details/280969
1128,News24,টি-টোয়েন্টি বিশ্বকাপের স্কোয়াড ঘোষণা বাংলাদেশের,https://www.news24bd.tv/details/280945
1129,News24,বিব্রতকর রেকর্ড গড়লেন আর্চার,https://www.news24bd.tv/details/280943
1130,News24,জ্যোতিকে অধিনায়ক করে টি-টোয়েন্টি বিশ্বকাপ দল ঘোষণা বাংলাদেশের,https://www.news24bd.tv/details/280939
1131,News24,"প্রথম সেশনে চমক দেখালো বাংলাদেশ, চাপে পাকিস্তান",https://www.news24bd.tv/details/280936
1132,News24,"গোল-অ্যাসিস্টে ঝলক, এমএলএসে নতুন ইতিহাস গড়লেন মেসি",https://www.news24bd.tv/details/280904
1133,News24,ঢাকা টেস্ট: দ্বিতীয় দিন শেষে ২৩৪ রানে পিছিয়ে পাকিস্তান,https://www.news24bd.tv/details/280832
1134,News24,"বিশ্বকাপের আলাদা উদ্বোধনী অনুষ্ঠান হবে তিন দেশে, ঘোষণা ফিফার",https://www.news24bd.tv/details/280828
1135,News24,ব্রাজিলের বিশ্বকাপ স্কোয়াড ফাঁস!,https://www.news24bd.tv/details/280803
1136,News24,মিরপুর টেস্টে ৪১৩ রানে থামলো বাংলাদেশ,https://www.news24bd.tv/details/280796
1137,News24,জন্মদিনে তামিমকে টপকে ইতিহাস গড়লেন মুশফিক,https://www.news24bd.tv/details/280757
1138,News24,মুশফিকের ফিফটিতে দ্বিতীয় দিনে লড়ছে বাংলাদেশ,https://www.news24bd.tv/details/280750
1139,News24,বিশ্বকাপের হট ফেবারিট কারা? জানালেন মেসি,https://www.news24bd.tv/details/280749
