title,author,genre,publisher,published,language,pages,price,rating,rating_count,summary,cover,url
রিচ ড্যাড পুওর ড্যাড,রবার্ট টি. কিয়োসাকি,স্ব-উন্নয়ন,আষাঢ়,by আষাঢ়,বাংলা,233,49,,,"ধনী বা উচ্চবিত্তের বাবারা তাদের সন্তানদের অর্থ সম্পর্কে কী শেখান, যা গরিব ও মধ্যবিত্তরা শেখায় না?

    “যারা নিজেদের ফিন্যান্সিয়াল ভবিষ্যতের নিয়ন্ত্রণ নিতে চায়, তাদের যে কারও জন্য ‘রিচ ড্যাড পুওর ড্যাড’ একটি চমৎকার স্টার্টিং পয়েন্ট।”
    — ইউএসএ টুডে

ফিন্যান্সিয়ালি শীর্ষে উঠতে আপনাকে অবশ্যই ‘রিচ ড্যাড পুওর ড্যাড’ বইটি পড়তে হবে।",https://images.boitoi.com.bd/book/fa96f39c-a5df-463f-89fa-2cafacba60c9_lg.jpg,https://boitoi.com.bd/books/17624/রিচ-ড্যাড-পুওর-ড্যাড
আলোর আঙিনায়,মুহাম্মাদ হোসাইন,ইসলামিক,উমেদ প্রকাশ,by উমেদ প্রকাশ,বাংলা,17,0,,,"আমরা যে একেবারেই আমল করতে চাই না কিংবা আল্লাহর ভয় আমাদের মোটেই নেই—ব্যাপারটা আসলে তা নয়। জীবনের নানা সময়ে আমরা নিজেদের জীবনকে গোছাতে চাই, আমলমুখী করতে চাই। সেটা হোক কোনো আত্মীয় বা প্রতিবেশীর মৃত্যুতে, কোনো আলেমের বয়ান শুনে, কিংবা অলস স্ক্রল করার সময় কোনো হৃদয়স্পর্শী ভিডিও ক্লিপ দেখে। যেভাবেই হোক, আমাদের মাঝে মৃত্যুভয় উদিত হয়।

এই অনুভূতিগুলো ধরে রেখে কীভাবে জীবনকে গুছিয়ে নেওয়া যায়, একটু একটু করে আগে বাড়া যায়, জীবনকে একটা লক্ষ্য দেওয়া যায়, বড় বড় গুনাহগুলো থেকে সরে এসে কিছু কিছু নেক আমলে নিজেকে জড়িয়ে নেওয়া যায়—তাই নিয়ে এই ছোট্ট পুস্তিকা: ‘আলোর আঙিনায়’।",https://images.boitoi.com.bd/book/13864c94-faa1-4a8d-b4ed-111b4d4f7e57_lg.jpg,https://boitoi.com.bd/books/17625/আলোর-আঙিনায়
মরীচিকার পিছে,মোঃ ইমরান হাসান,সমকালীন গল্প,দাঁড়িকমা প্রকাশনী,by দাঁড়িকমা প্রকাশনী,বাংলা,105,70,,,"অ্যালেক্স এই প্রথম তাকে হাসতে দেখছে না। জার্মানির টেকনিক্যাল ইউনিভার্সিটি অব মিউনিখের লাইব্রেরিতে বসে আছে মুসআব। মুসআবের সঙ্গে অ্যালেক্সের বন্ধুত্বটা শুরু হয়েছিল তাদের কম্পিউটার সায়েন্স ডিপার্টমেন্টের প্রথম ক্লাসেই। অ্যালেক্স মুসআবের হাস্যজ্বল বাচনভঙ্গি দেখে বেশ পুলকিত হয়েছিল। ধীরে ধীরে তারা ভালো বন্ধু হয়ে যায়।

মুসআবের বাবা তাদের স্বদেশের একজন স্বনামধন্য ব্যবসায়ী। নানান চড়াই-উৎরাই পেরিয়ে আজ তিনি এই অবস্থানে এসেছেন। বাড়ি থেকে ফোন এসেছিল মুসআবের কাছে। তাকে দ্রুত বাড়ি ফিরতে হবে। তার মায়ের শরীরটা ভালো নেই। দেশের পরিস্থিতিও বেশ প্রতিকূল। কখন কী হয় কোনো নিশ্চয়তা নেই। তাই ছেলেকে দেখার জন্য মা অস্থির হয়ে উঠেছেন।

“বন্ধু অ্যালেক্স, আমাকে দ্রুতই প্যালেস্টাইন ফিরতে হবে।”

“কিন্তু এত তাড়া কেন?”

“মায়ের শরীরটা ভালো না।”

“ঠিক আছে, বুঝতে পারছি। কিন্তু এত তাড়াহুড়ো করো না। শুনেছি ওদিকে অবস্থা খুব একটা ভালো না।”

“কি বলছো ভাই আমার! মাই মাদার ইজ মাই হ্যাভেন। তার এই অবস্থায় আমি বিচলিত হব না?”

“সে তো ঠিক আছে। তবে নিজের কথাও মাথায় রেখো।”

“জীবন ও মৃত্যুর যিনি মালিক, তার উপরই আমি আস্থা রাখছি।”

“ঠিক আছে, সাবধানে যেয়ো। আর যোগাযোগ রেখো।”",https://images.boitoi.com.bd/book/827f3434-a9d7-4e43-abe1-762b51c4f730_lg.jpg,https://boitoi.com.bd/books/17626/মরীচিকার-পিছে
ডপেলগ্যাঙ্গার,মাসুম আহমেদ অয়ন,রহস্য,বইটই,by বইটই,বাংলা,20,15,,,"মনোবিজ্ঞানী ইমতিয়াজ আহমেদের চেম্বারে এক অদ্ভুত আর গা শিউরে ওঠা সমস্যা নিয়ে হাজির হয় আরিশ। তার দাবি—গত মাস দুয়েক ধরে সে নিজের বাড়িতে অবিকল নিজের মতোই একজনকে দেখছে! দেখতে হুবহু তার মতো হলেও, আরিশ ছাড়া তাকে আর কেউ দেখতে পায় না।

শুরুতে একে সাধারণ মানসিক বিভ্রম মনে হলেও, সময়ের সঙ্গে সঙ্গে জট পাকিয়ে ওঠে এক নির্মম রহস্যের। এটা কি শুধুই আরিশের কোনো মস্তিষ্কপ্রসূত বিভ্রান্তি, নাকি এর পেছনে লুকিয়ে আছে অন্য কোনো অন্ধকার সত্য? নাকি এটা অতীতের কোনো পাপ-পুণ্যের অমোঘ হিসাব, যার টানাপোড়েনে অবধারিতভাবেই জড়িয়ে পড়েন স্বয়ং ইমতিয়াজ আহমেদ?

বাস্তব আর বিভ্রমের সীমারেখা ধীরে ধীরে ঝাপসা হয়ে আসে। প্রতিটি নতুন ঘটনার সঙ্গে বাড়তে থাকে ভয়, অনিশ্চয়তা আর মানসিক চাপ। আরিশ কি সত্যিই কাউকে দেখছে, নাকি সে ধীরে ধীরে হারিয়ে ফেলছে নিজের সত্তাকেই?

জানতে হলে ডুব দিন মনস্তাত্ত্বিক রহস্যের এই শ্বাসরুদ্ধকর গল্পে।",https://images.boitoi.com.bd/book/82df55ba-dcea-4734-affc-d901aab39a62_lg.jpg,https://boitoi.com.bd/books/17630/ডপেলগ্যাঙ্গার
শিরোনামহীন অন্তিম বিন্দু,মারিয়াম সিনহা,রহস্য,বইটই,by বইটই,বাংলা,50,40,,,"হঠাৎ এক সন্ধ্যায় ফোনটা বেজে উঠল। সেই নম্বর। দুই বছর ধরে যার কণ্ঠ শুনে আসছি।

“অনামী, কাল বিকেল পাঁচটায় নদীর পাড়ের বটগাছটার নিচে আসতে পারবে? তোমার সাথে দেখা করতে চাই।”

আমার বুক ধড়ফড় করে উঠল।

“তুমি… তুমি সত্যি আসবে?”

“হ্যাঁ। আর দেরি করতে চাই না।”

পরদিন বিকেলে অনিকে পাশের বাসার কাকিমার কাছে রেখে আমি গেলাম।

নদীর পাড়ে বাতাসে বটগাছের পাতা সরসর করছে। দূর থেকে দেখলাম একটা ছায়া দাঁড়িয়ে আছে।

ধীরে ধীরে এগোতে লাগলাম। যত কাছে যাচ্ছি, ততই বুকের ভেতরটা কেঁপে উঠছে। দুই বছর ধরে শুধু কণ্ঠ শুনেছি, মানুষটাকে কখনো দেখিনি। কত রাত তার সাথে কথা বলতে বলতে ভোর হয়েছে, কত দুঃখ, কত একাকীত্ব ভাগ করে নিয়েছি—আজ সেই মানুষটা আমার সামনে দাঁড়িয়ে।

লোকটা আমার দিকে তাকিয়ে মৃদু হাসল।

“অনামী?”

আমি থেমে গেলাম। গলা শুকিয়ে আসছে।

“হুম…”

সে আরও এক পা এগিয়ে এলো। তারপর নিচু স্বরে বলল,

“তোমাকে সামনাসামনি দেখার ইচ্ছে অনেকদিনের ছিল।”

আমি কিছু বলতে পারলাম না। শুধু খেয়াল করলাম, মানুষটার চোখদুটো কেমন অদ্ভুত শান্ত। অথচ সেই শান্তির ভেতরেও যেন গভীর ক্লান্তি লুকিয়ে আছে।

হঠাৎ বাতাসটা একটু জোরে বইল। বটগাছের শুকনো পাতা উড়ে এসে আমাদের মাঝখানে পড়ল।

আমি ধীরে জিজ্ঞেস করলাম,

“এতদিন পরে হঠাৎ দেখা করতে চাইলে কেন?”

লোকটা কিছুক্ষণ চুপ করে রইল। তারপর খুব আস্তে বলল,

“কারণ সময় আর খুব বেশি নেই…”",https://images.boitoi.com.bd/book/262f3d6e-7d8b-476c-b78f-da6e578a79a3_lg.jpg,https://boitoi.com.bd/books/17631/শিরোনামহীন-অন্তিম-বিন্দু
কুরবানির কড়াই,নূহা চৌধুরী,রেসিপি,বইটই,by বইটই,বাংলা,20,100,,,"কুরবানি ঈদ শুধু ধর্মীয় উৎসব নয়, এটি ভালোবাসা, ভাগাভাগি ও পারিবারিক বন্ধনের এক অনন্য উপলক্ষ। এই সময় ঘরে ঘরে তৈরি হয় নানা ধরনের ঐতিহ্যবাহী ও সুস্বাদু খাবার—ভুনা, কালাভুনা, চুই ঝাল থেকে শুরু করে নতুন নতুন ফিউশন পদ। রান্নাঘরের ব্যস্ততা আর প্রিয়জনদের একসাথে বসে খাবার উপভোগ করার মুহূর্তগুলোই ঈদের আনন্দকে আরও পূর্ণতা দেয়।

এই রেসিপি বইয়ে কুরবানি ঈদ উপলক্ষে জনপ্রিয় ও সহজ কিছু মাংসের রেসিপি একত্র করা হয়েছে, যাতে নতুন ও অভিজ্ঞ সব ধরনের রাঁধুনিরাই সহজে রান্না করতে পারেন। প্রতিটি রেসিপিতে ঘরোয়া স্বাদ বজায় রাখার পাশাপাশি চেষ্টা করা হয়েছে সহজ উপকরণ ও পরিষ্কার নির্দেশনা দেওয়ার। বলে রাখি, রান্নার শখ থেকেই মূলত বইটি করা—আমি কোনো প্রফেশনাল শেফ নই।

আমি মনে করি, এই আয়োজন আপনার ঈদের দাওয়াত ও পারিবারিক মুহূর্তগুলোকে আরও আনন্দময় ও সুস্বাদু করে তুলবে।

সবার জন্য রইল শুভেচ্ছা—
ঈদ মোবারক।",https://images.boitoi.com.bd/book/e03e9ddc-5009-4398-9766-91af5aa574f8_lg.jpg,https://boitoi.com.bd/books/17637/কুরবানির-কড়াই
সেলফ ডিসিপ্লিন,তাসনুভা মিম,ধ্যান,আষাঢ়,by আষাঢ়,বাংলা,33,29,,,"কখনও ভেবেছেন—সফল আর ব্যর্থ মানুষের মধ্যে আসল পার্থক্য কোথায়? টাকা? ভাগ্য? সুযোগ? না।

পার্থক্য একটাই—আত্মনিয়ন্ত্রণ।

যে নিজের ইচ্ছা, অভ্যাস আর সময়কে নিয়ন্ত্রণ করতে পারে, সে-ই পারে স্বপ্নকে বাস্তবে রূপ দিতে। আর যে পারে না—তার জীবন আটকে যায় একই জায়গায়, যত প্রতিভাই থাকুক না কেন।

এই বইটি আপনাকে শেখাবে:

    কীভাবে ছোট ছোট সিদ্ধান্ত একদিন বড় সাফল্যে রূপ নেয়।

    কীভাবে নিজের ভেতরের শত্রুকে হারিয়ে হতে পারেন নিজ জীবনের অধিপতি।

এখানে কোনো কঠিন তত্ত্ব নেই, নেই দার্শনিক জটিলতা। আছে সহজ গল্প, বাস্তব অভিজ্ঞতা আর কার্যকর কৌশল, যা আপনার প্রতিদিনের জীবনেই কাজে লাগবে।

আপনি যদি ভাবেন—“আমার জীবন বদলাতে হবে”, তাহলে এই বইটাই আপনার প্রথম পদক্ষেপ। সিদ্ধান্ত আপনার—শুরু হোক আজ থেকেই!",https://images.boitoi.com.bd/book/b55de601-9754-42ba-aff8-3eca9d62bd48_lg.jpg,https://boitoi.com.bd/books/17641/সেলফ-ডিসিপ্লিন
অজানা গন্তব্য,ফাতেমা ইসরাত রেখা,সমকালীন গল্প,স্বরবর্ণ প্রকাশনী,by স্বরবর্ণ প্রকাশনী,বাংলা,68,40,,,"কিন্তু সুখ তো আপেক্ষিক বিষয়। ক'দিন কার কপালে থাকে কেউ বলতে পারে না। হঠাৎ বিশ্ব জুড়ে অদৃশ্য শত্রুর মোকাবেলায় মানুষ মরিয়া হয়ে উঠে। করোনা নামক ভাইরাস সারা পৃথিবীর বুকে আতঙ্ক ছড়িয়ে দেয়। লকডাউন চলছে সর্বত্র। কেউ বিনা প্রয়োজনে বাইরে যাচ্ছে না। তবুও হঠাৎ একদিন জ্বর, ঠাণ্ডা, কাশিতে আক্রান্ত হয়ে আকাশ নিজের ঘরে দরজা বন্ধ করে ফেলে। পরদিন থেকে গলা ব্যথা ও শ্বাসকষ্ট শুরু হয়। বুঝতে বাকি থাকে না সে করোনা আক্রান্ত।",https://images.boitoi.com.bd/book/a69269e9-5cd1-4eda-ac91-68e266432c88_lg.jpg,https://boitoi.com.bd/books/17651/অজানা-গন্তব্য
ভগ্নাংশ,আইভী মামুন,সমকালীন উপন্যাস,স্বরবর্ণ প্রকাশনী,by স্বরবর্ণ প্রকাশনী,বাংলা,193,70,,,"কিছু ভালোবাসা এক তরফা ও বেঁচে থাকে। ওই নির্ধারিত সময়টুকু টাইম মেশিনের মতো ধরে রাখে কিছু জমে থাকা আবেগ, অনুভূতি ও ভালোলাগা আবেশে হারিয়ে যাওয়া মুহূর্ত। এতে কোন দোষ নেই। মন চাইলেই স্মৃতির ডালি মেলে ধরা যায়! থাক না! জীবনে কিছু গোপন ও থাকতে হয়। যে থাকায় কোন পাপ নেই, আবার পূর্ণ ও নেই! এক জীবনে মানুষ কত কিছুই তো সঞ্চয় করে। আবার হারায় ও। মিথিলার না হয় এই এক রত্তি স্মৃতি থাক!",https://images.boitoi.com.bd/book/7d3e5d54-d035-4527-93fb-94a0369007f1_lg.jpg,https://boitoi.com.bd/books/17652/ভগ্নাংশ
অভিশপ্ত আয়না,সায়মা শাহরিন,গল্প,দাঁড়িকমা প্রকাশনী,by দাঁড়িকমা প্রকাশনী,বাংলা,83,70,,,"“অভিশপ্ত আয়না” গল্পটি ভৌতিক আর কালো জাদুর একটি গল্প। একজন কিশোরী মেয়ে (রেনু), তার পাঁচ বছরের ছোট বোন (তনু), সরকারি কর্মী বাবা আর গৃহিণী মা মিলে একটি ছোট্টো পরিবার একটি বিশাল পুরোনো জমিদার বাড়িতে থাকতে আসে আর সেই বাড়িতে আবিষ্কার করে এক পুরোনো লাইব্রেরি, যেখানে পাওয়া এক আয়না থেকে শুরু হয় একের পর এক অভিশপ্ত কাণ্ড। কিশোরী মেয়েটিকে ঘিরে সেই সব কাণ্ড যা শুরু হলেও পরবর্তী সময়ে তাদের ঘরের কাজের মহিলা, যিনি হচ্ছেন বাড়ির মালি রহিম কাকার বোন রোজিনা খালার ছোট দু’বছরের ছেলে (পিতু)কে অভিশপ্ত সেই আয়নাটি গ্রাস করে ফেলে। রেনু তার নতুন স্কুলে তৈরি হওয়া নতুন বান্ধবী রোদোশি, তানসা, রিমি আর ঝিনুককে নিয়ে শুরু হয় রহস্য উদ্ঘাটনের অভিযান, যার সাথে যুক্ত আছে খুবই নিকৃষ্ট এক ভয়ংকর ইতিহাস। সেই ইতিহাসের সূত্র ধরে রেনু নামের কিশোরী মেয়েটি পিতুকে পারবে কি জ্যান্ত উদ্ধার করতে? তারা কি পারবে সেই শয়তানের অভিশাপ চিরতরে শেষ করতে? তাদের ভৌতিক রোমাঞ্চকর অ্যাডভেঞ্চারের সঙ্গী হতে চান?",https://images.boitoi.com.bd/book/b34dc011-5fd1-4b43-9aa8-19c7f608fceb_lg.jpg,https://boitoi.com.bd/books/17654/অভিশপ্ত-আয়না
মেঘের আড়ালে সূর্য,নাজনীন আক্তার মুন্নী,সমকালীন উপন্যাস,স্বরবর্ণ প্রকাশনী,by স্বরবর্ণ প্রকাশনী,বাংলা,42,65,,,"“মেয়েদের দেখলেই জানোয়ারের মতো হয়ে যায়?”

“আম্মুরে, এসব কথা মাথায় নিস না। বড় হ, তখনই সব জানতে পারবি, দেখতে পারবি। এখন তোর কাজ পড়াশোনা আর খেলাধুলা করা।”

“ওর আর কী দোষ রে রাহেলা! ও নিজের চোখের সামনে দেখেছে ওর মাকে অপমানিত হতে। এমনকি ওই জানোয়ার এতটুকু বাচ্চা মেয়েকেও ছাড় দেয়নি, অথচ সে তার আপন ভাতিজি হয়!”

“ছিঃ! এত জানোয়ার হয় কী করে পুরুষ মানুষগুলো?”",https://images.boitoi.com.bd/book/55c8d346-edaf-4c64-86d2-2b7da7fd2a4d_lg.jpg,https://boitoi.com.bd/books/17657/মেঘের-আড়ালে-সূর্য
হৃদয়ের একূল ওকূল,সিগমা আউয়াল,ছোট গল্প,স্বরবর্ণ প্রকাশনী,by স্বরবর্ণ প্রকাশনী,বাংলা,84,45,,,"আসে সেই কালরাত ২৫শে মার্চ। ঢাকা জ্বলছে। নীল নকশা অনুযায়ী রাতের ঢাকায় মানব ইতিহাসের কলঙ্কিত, বর্বর গণহত্যা শুরু হয়। ব্যাপক হত্যা, লুণ্ঠন, বহু স্থাপনায় আগুন ধরিয়ে দেয়া হয়। একটু পরপর গুলির শব্দ, মানুষের আর্তচিৎকার। কালো আকাশে লাল আলোর ঝলকে বিদীর্ণ করে ছুটে আসছে গুলি। আগুনে জ্বলছে সাধারণ মানুষের বস্তিগুলো। রাস্তাঘাটে বিনাদোষে লাশ হয়ে পড়ে রয়েছে শত শত মানুষ। পিলখানা, রাজারবাগ, বিশ্ববিদ্যালয় মৃত্যুপুরি। ঢাকা শহরকে নরক বানিয়ে রাজপথে চলছে ট্যাঙ্ক, মেশিনগান আর পাকিস্তানি নরপশুদের উল্লাস।",https://images.boitoi.com.bd/book/b9efb16d-31f3-46b5-9deb-7cbf9a9b93bb_lg.jpg,https://boitoi.com.bd/books/17679/হৃদয়ের-একূল-ওকূল
দ্বন্দ্ব সমাস,আইভী মামুন,সমকালীন উপন্যাস,স্বরবর্ণ প্রকাশনী,by স্বরবর্ণ প্রকাশনী,বাংলা,113,99,,,"সমাজে মানুষের বিভিন্ন রূপ থাকে; একই মানুষ বহুরূপী। কখনও জটিল, কখনও সরল। কখনও মানুষ বুদ্ধিমান, আবার কখনও বোকা। জীবনে জটিলতা নয়, আসলে জটিল মানুষই সবচেয়ে বড় রহস্য।

এরই প্রেক্ষাপটে লেখা এই উপন্যাসটি; যেখানে আছে প্রেম, আছে বিরহ। আছে স্বপ্ন, আবার আছে চরম নিরাশাও।",https://images.boitoi.com.bd/book/adc6a5c6-55bc-40b3-8a6f-b223af94aa07_lg.jpg,https://boitoi.com.bd/books/17686/দ্বন্দ্ব-সমাস
সোনাঝুরি,আতিক চারু,সমকালীন উপন্যাস,বইটই,by বইটই,বাংলা,112,70,,,"অমিত, ঢাকা বিশ্ববিদ্যালয়ের ভূতত্ত্বের ছাত্র, যার বুকে ছিল উচ্চশিক্ষার শেষে দেশসেবার স্বপ্ন। ষাটের দশকের শেষে উত্তাল ছাত্র আন্দোলনের সময় নিয়তির খেলায় এক অপ্রত্যাশিত পরিচয় তার গন্তব্য বদলে দেয়, নিয়ে যায় দূর অজানায়—অস্ট্রেলিয়ার মরুপ্রান্তরে। কর্মজীবন শুরু হয় স্বর্ণখনির অন্বেষায়। নিঃসীম নিঃসঙ্গতা, শূন্যতা আর বিষণ্ণতার মাঝেও জীবনের বহতা—অচেনার মায়া-মমতার ছোঁয়ায়।

সময়ের স্রোতে অমিতের সঙ্গে পরিচয় হয় এক উজ্জ্বল, উচ্ছল তরুণীর—যে বাংলাদেশের স্বাধীনতার পক্ষে হাজার হাজার মাইল দূরে সংগ্রাম করে, মানবিক সাহায্যে উদ্বুদ্ধ করে, যুদ্ধের দামামার মাঝে শান্তির এক বন্ধন রচনা করে।

'সোনাঝুরি' উপন্যাসটি শুধু এক দেশের মাটি ছেড়ে অন্য দেশে পাড়ি জমানোর গল্প নয়, বরং এক তরুণের স্বপ্ন, সংগ্রাম, প্রেম, দুই দেশের সেতুবন্ধন ও বিরল ইতিহাসের আখ্যান।",https://images.boitoi.com.bd/book/52440ab6-bfa4-4528-affa-c5bf3109fe99_lg.jpg,https://boitoi.com.bd/books/17689/সোনাঝুরি
কই মাছ,দিজা মজুমদার,পারিবারিক বিষয়,বইটই,by বইটই,বাংলা,95,50,,,"আমাকে দুটো কই মাছ খাওয়ানোর অপরাধে দাদী সেই ছোটবেলায় আম্মুকে একবার যা নয় তা-ই বলে বাড়ি মাথায় তুলেছিল। এখানেই শেষ নয়; আব্বু বাড়ি ফেরার পর তাঁর কাছে আম্মুর নামে বাড়িয়ে-চাড়িয়ে নালিশ করেছিল। এরপর যখন বড় আব্বু, মানে আমার চাচা বাড়ি ফিরেছিলেন এবং আমাকে নিয়ে খেতে বসেছিলেন, তখন তাঁকেও মুখ বাঁকিয়ে বলেছিলেন, “মাছ দিস না। রান্না ভালো করে শুরু করার আগেই বড় বড় দুইটা আস্ত কই খেয়ে বসে আছে।”",https://images.boitoi.com.bd/book/ee240a29-1171-4e12-a579-f0b46d903d44_lg.jpg,https://boitoi.com.bd/books/17693/কই-মাছ
মাহেরিন বীরত্বের ডাকনাম,নাওয়াজ বিন আলমগীর,জীবনী,দাঁড়িকমা প্রকাশনী,by দাঁড়িকমা প্রকাশনী,বাংলা,75,70,,,"শিশুরা ধীরে ধীরে তার শব্দে স্থির হতে শুরু করল। ছোট্ট হাতগুলো কাঁপছে, কিন্তু মাহেরিনের দৃঢ় চোখ ও শান্ত কণ্ঠ তাদের ভয় কমাতে শুরু করল। বাতাসে এখন ধোঁয়া নেই, কিন্তু ভয় যেন এক অদৃশ্য কুয়াশার মতো ঘিরে আছে। মাহেরিন জানতেন, এই মুহূর্তে তার সাহসই তাদের নিরাপত্তার একমাত্র আশ্রয়।",https://images.boitoi.com.bd/book/a0ecd7aa-f3f5-4de2-a68a-b2e93015caff_lg.jpg,https://boitoi.com.bd/books/17695/মাহেরিন-বীরত্বের-ডাকনাম
মাঝির ঘরণী,Ferdousy Begum,কবিতা,বইটই,by বইটই,বাংলা,0,,,,মাঝি কাশবনে দাঁড়িয়ে ঘরণীকে ডাকছে সূর্যের আবছায়া আলোয়।,https://images.boitoi.com.bd/book/59b9bf25-d3ce-4ed7-952c-56c80191d868_lg.jpg,https://boitoi.com.bd/books/17703/মাঝির-ঘরণী
দ্রিয়ানা,মাহফুজা আরা পলক,ছোট গল্প,স্বরবর্ণ প্রকাশনী,by স্বরবর্ণ প্রকাশনী,বাংলা,65,40,,,"ঝ্রুলিন দ্রিয়ানার খুব ভালো বন্ধু। দ্রিয়ানাকে সে বললো তুমি আমাকে তোমার পছন্দ মতো সেট করে দাও। দ্রিয়ানা ঝ্রুলিনকে চিবুকের মাঝে সেট করে দিল, সিস্ট্রিডু ও প্রুটো তাদের এক কানে এবং লিশ্যান্ড্রা ঠাস করে নিয়ে ডান গালের মাঝখানে বসিয়ে দিল। সকলেই লিশ্যান্ড্রার দিকে ফিরে তাকালো। লিশ্যান্ড্রা মেধাবী কিন্তু সে কেন যে এমন অদ্ভুত আচরণ করে তা কেউ বুঝতে পারে না।",https://images.boitoi.com.bd/book/f1de391f-fa60-493b-b90d-e3e14b956738_lg.jpg,https://boitoi.com.bd/books/17710/দ্রিয়ানা
জীবনালেখ্য,Tuhin Ahmed,রহস্য,বইটই,by বইটই,বাংলা,0,,,,"জীবনের কঠিন বাস্তবতা এই যে, স্বপ্ন দেখা যত সহজ, তা পূরণ করা তত কঠিন; মানুষ জন্ম থেকেই একা, লড়াই করে বাঁচতে হয়, কেউ পাশে থাকে না চিরকাল। সময় কারো জন্য থামে না, প্রিয়জন হারিয়ে যায়, বিশ্বাস ভাঙে, আর অভাবের কাছে সব ইচ্ছা মাথা নোয়ায়। সততা দিয়ে পেট ভরে না, সম্পর্কেও স্বার্থ লুকিয়ে থাকে, আর পরিশ্রম করলেও ভাগ্য না থাকলে ফল মেলে না। তবু মানুষ প্রতিদিন হাসিমুখে উঠে দাঁড়ায়, কষ্ট বুকে চেপে নতুন দিনের আশায় হাঁটে, কারণ থেমে গেলেই জীবন থেমে যায়, আর বাঁচতে হলে লড়তেই হয়।",https://images.boitoi.com.bd/book/69c1486d-a266-48e1-ba24-32792a7c343d_lg.jpg,https://boitoi.com.bd/books/17712/জীবনালেখ্য
শৈশব কবিতা,বি.পি.শাকিলা জান্নাত,কবিতা,বইটই,by বইটই,বাংলা,0,,,,আমাদের ছেলেবেলার একটি স্মৃতিচারণ হিসেবে এই কবিতাটি লিখা।,https://images.boitoi.com.bd/book/2d584901-1e30-404c-861c-f51b8bca39e9_lg.jpg,https://boitoi.com.bd/books/17713/শৈশব-কবিতা
আমার ছেলেবেলা কবিতা,বি.পি.শাকিলা জান্নাত,কবিতা,বইটই,by বইটই,বাংলা,0,,,,"আমার ছেলেবেলার চিন্তা চেতনা থেকে লিখা এই কবিতাটি।
ছেলেবেলার ইচ্ছা, চিন্তাশক্তির প্রতিফলন।",https://images.boitoi.com.bd/book/76eb8949-44f7-4124-8ff5-ddb7fb569e43_lg.jpg,https://boitoi.com.bd/books/17714/আমার-ছেলেবেলা-কবিতা
অপূর্ণতায় পূর্ণতা,ঈশিতা ইশা,জীবনী,বইটই,by বইটই,বাংলা,59,25,,,"বিয়ের দশ বছর পেরিয়ে গেলেও আমি এখনো মা হতে পারিনি। এ নিয়ে আশেপাশের মানুষজন তীক্ষ্ণ চোখে আমার দিকে তাকায়।

তবে আমার স্বামী রাশেদের কোনো অভিযোগ ছিল না। সে কখনো আমার দিকে তাকিয়ে প্রশ্ন করেনি, কেন আমি তাকে বাবা হওয়ার পূর্ণতা দিতে পারছি না। কখনো আক্ষেপের স্বরে বলেনি, তার বয়স বাড়ছে কিংবা সংসারটা অপূর্ণ।

যত কান্নাকাটি, যত অভিযোগ আমিই করেছি।

সমাজ যখন আমাকে দোষী বানাতে ব্যস্ত,
রাশেদ তখন আমাকে আগলে রেখেছে নিরবে, নিজের মতো করে।

তবে একদিন শাশুড়ি আমাকে ডেকে সোজাসাপ্টা প্রশ্ন করে বসলেন,
'এভাবে আর কতদিন যাবে নিরুপমা? মরার আগে আমি কি নাতি-নাতনির মুখ দেখতে পাব না?'",https://images.boitoi.com.bd/book/449879c9-db5e-4525-952b-bc1b829f0700_lg.jpg,https://boitoi.com.bd/books/17721/অপূর্ণতায়-পূর্ণতা
