title,author,genre,publisher,published,language,pages,price,rating,rating_count,summary,cover,url
1234,Atikul Islam,ছোট গল্প,বইটই,by বইটই,বাংলা,0,,,,"এই ই-বুকটিতে আটটি নিবন্ধসংকলিত হয়েছে। আমি ২০১৩, ২০১৪, ২০১৫ এবং ২০২৪ সালে প্রবন্ধগুলি লিখেছিলাম। এই প্রবন্ধগুলিতে গত ষোল বছরের বাংলাদেশের বিভিন্ন রাজনৈতিক পরিস্থিতি বর্ণনা করা হয়েছে। আশা করি পাঠকরা প্রবন্ধগুলি পড়ে বাংলাদেশের রাজনৈতিক ইতিহাস সম্পর্কে কিছু জানতে পারবেন।



গত ষোল বছরে আমরা শেখ হাসিনার নেতৃত্বাধীন আওয়ামী লীগ সরকারের উত্থান এবং শেখ হাসিনার শাসনের পতন দেখেছি। নির্বাচন, গণতন্ত্রের অনুশীলন ইত্যাদি বিষয়ে বিতর্ক এই ই-বুকে তুলে ধরা হয়েছে। হরতাল অবরোধ এবং জুলাই, ২০২৪ সালের গণঅভ্যুত্থানের সময় প্রাণহানি এবং জনগণের দুর্ভোগের বিষয়েও এই ই-বুকে সংক্ষেপে তুলে ধরা হয়েছে।",https://images.boitoi.com.bd/book/20bede29-6b0c-4ca3-8460-d9a796643bb7_lg.jpg,https://boitoi.com.bd/books/16919/1234
তুমি আমার মায়াবতী,আয়েশা আক্তার সোনিয়া,ছোট গল্প,বইটই,by বইটই,বাংলা,0,,,,"সুহানা একটি অসহায় ও চাচা চাচীর অত্যাচারিত মেয়ে, অন্য দিকে সাহসী ও শক্ত হৃদয়ের রাজনীতিবিদ নিওন চৌধুরী নিশানের প্রেম কাহিনী",https://images.boitoi.com.bd/book/26df58d4-1f30-4796-937b-84f0363a1c66_lg.jpg,https://boitoi.com.bd/books/16930/তুমি-আমার-মায়াবতী
শৌর্যবান ১,মোহাম্মদ লাবীব,ছোট গল্প,বইটই,by বইটই,বাংলা,0,,,,"বইটিতে একজন সাহসী শিক্ষকের গুরুত্ব কতটা সেটা দেখানো হয়েছে।  
একদল সন্ত্রাসী যখন একটি স্কুল জিম্মি করে তখন রফিক তার বীরত্বের যে পরিচয় দেয় তা দেখানো হয়েছে।",https://images.boitoi.com.bd/book/a2c4353b-bcec-44f3-87cf-44314b17c4f1_lg.jpg,https://boitoi.com.bd/books/16954/শৌর্যবান-১
মক্তব দাওয়াহ শীট,সাদাক্বাহ প্রজেক্ট দাওয়াহ টিম,ইসলামিক,পড়প্রকাশ,by পড়প্রকাশ,বাংলা,49,10,,,"“মক্তব দাওয়াহ শীট” বইটি মূলত একটি প্রচারণামূলক ও দাওয়াহ ভিত্তিক প্রচারপত্র সংকলন, যার উদ্দেশ্য হলো—মক্তব শিক্ষার প্রয়োজনীয়তা, গুরুত্ব এবং এর কল্যাণকর দিকগুলো সমাজের সর্বস্তরের মানুষের মাঝে তুলে ধরা। যাতে অভিভাবক, সমাজপতি ও তরুণ প্রজন্ম মক্তব শিক্ষার গুরুত্ব উপলব্ধি করে এবং এই শিক্ষাব্যবস্থার সঙ্গে আরও গভীরভাবে যুক্ত হয়।

এই বইয়ে এমন কিছু শীট, বার্তা ও চিন্তা যুক্ত করা হয়েছে, যা মক্তবকে শুধু একটি পাঠদানের কেন্দ্র নয়, বরং একটি দাওয়াহ কেন্দ্র হিসেবেও প্রতিষ্ঠিত করতে সাহায্য করবে ইনশাআল্লাহ।",https://images.boitoi.com.bd/book/c01f0d33-5df4-4ec7-aec9-1c6214152452_lg.jpg,https://boitoi.com.bd/books/16987/মক্তব-দাওয়াহ-শীট
মাটির তৈরি গল্প,Tuhin Ahmed,উপন্যাস,বইটই,by বইটই,বাংলা,0,2,,,"আসসালামু আলাইকুম ওয়া রাহমাতুল্লাহ!
আশা করি তুমি ভালো আছো। যদি তুমি বইটা স্পর্শ করে থাকো তাহলে তোমার জানা উচিত,
""এই বইয়ে কয়েকটা ছোট-ছোট গল্প আছে যার অধিকাংশ গুলোই কাল্পনিক। যা লেখকের মনোভাব থেকে উদ্ভব হয়েছে। গল্পগুলোর মধ্যে কয়েকটা গল্প তোমাকে আনন্দ দিবে যদি তুমিও কল্পনাকে ভালোবেসে থাকো। তাছাড়া তুমি গল্পের কিছুই বুঝতে পারবে না। 
এই গল্পগুলো দ্বারা তুমি অন্য কিছু না শিখলেও এটা নিশ্চয় শিখবে যে, ""ভালোর ফল ভালো হয় আর খারাপের ফল খারাপ""।
আমি লেখক! কোনো ডিগ্রি অর্জন করে লেখক হয়নি। আমার এই ছোট্ট বইটি লেখার সময়ে আমি দশম শ্রেণিতে পড়াশোনা করি। কবি বা লেখকের প্রতিভা হয়তো আমার নেই কিন্তু আমার আছে বিশাল কল্পনার জগত। আর এই গল্পগুলো আমার কল্পনারই প্রতিফলন মাত্র।
এখন তুমি চাইলে আমার কল্পনার জগত থেকে ঘুরে আসতে পারো। এর অনুমতি তোমাকে দেওয়া হয়েছে। আর হ্যাঁ, যখনি গল্পে ভুল পাবে তখন আমাকে টুস করে ক্ষমা করে দিও কেননা ক্ষমা একটা মহৎ গুন। এ গুন তোমার মধ্যে না থাকলে আমার গল্পে তুমি মজা পাবে না কিন্তু;
তাহলে শুরু করো, আশা করছি তোমাকে কিছু প্রশান্তি উপহার দিলেও দিতে পারি.....",https://images.boitoi.com.bd/book/f00e7bc0-a47d-4605-9939-a60ac40cc1f5_lg.jpg,https://boitoi.com.bd/books/17035/মাটির-তৈরি-গল্প
শেষ রাতের সিলুয়েট,Rayhan Khan,রহস্য,বইটই,by বইটই,বাংলা,0,,,,"“শেষ রাতের সিলুয়েট” – একটি রহস্যময় থ্রিলার যা আপনাকে শেষ পর্যন্ত আপনার চেয়ারে বাঁধিয়ে রাখবে।
শহরের অন্ধকার গলিতে অচেনা ফোন কল, গোপন চিঠি, এবং অজানা ছায়ার খোঁজে একজন তরুণ সাংবাদিকের জীবন এক অদ্ভুত মোড় নেয়। প্রতিটি সূত্র, প্রতিটি ঘটনা তাকে আরও গভীরে টেনে নিয়ে যায়, যেখানে সত্য ও মিথ্যার সীমানা ধীরে ধীরে মিলেমিশে যায়।
এই বই পড়তে পড়তে আপনি অনুভব করবেন:
ভয়, উত্তেজনা এবং কৌতূহল একসাথে
শহরের গলি, লুকানো জানালা ও অচেনা মুখের সাসপেন্সের উত্তেজনা
কখনো কখনো সবচেয়ে কাছের মানুষও রহস্য হয়ে ওঠে
প্রতিটি চ্যাপ্টার আপনাকে নতুন ধাঁধা, নতুন তথ্য, এবং নতুন রহস্যের দিকে টেনে নেবে।
আপনি কি সাহস রাখেন সত্য খুঁজে বের করার?
এখনই পড়ুন “শেষ রাতের সিলুয়েট” এবং জানুন, কখনো কখনো সবচেয়ে অন্ধকার রাতেও আলো থাকে।",https://images.boitoi.com.bd/book/5617b011-0585-4062-aa20-a7ccc79b3f3b_lg.jpg,https://boitoi.com.bd/books/17044/শেষ-রাতের-সিলুয়েট
বিদ্রোহ থেকে বিপ্লব,অনুপম দেবাশীষ রায়,প্রবন্ধ,ঐতিহ্য,by ঐতিহ্য,বাংলা,199,140,,,"বিদ্রোহ থেকে বিপ্লব কোনো সাধারণ ইতিহাসের বই নয়; এটি প্রতিরোধের অগ্নিগাথা ও তার বিশ্লেষণ! ২০১৮ সালের নিরাপদ সড়ক আন্দোলনের স্ফুলিঙ্গ থেকে ২০২৪-এর জুলাই অভ্যুত্থানের দাবানল পর্যন্ত, এই বই তুলে ধরে এক বিস্ফোরক বাস্তবতা—যেখানে রাজপথই ছিল ক্লাসরুম, প্রতিবাদই ছিল পাঠ্যপুস্তক, আর তরুণরাই হয়ে উঠেছিল নতুন যুগের নায়ক!
কীভাবে একটি ছোট্ট দাবির আন্দোলন গড়িয়ে যায় জাতীয় বিদ্রোহে? কেন রাষ্ট্রীয় শক্তি ভয় পায় সংগঠিত জনতার কণ্ঠস্বরকে? কেমন ছিল সেই মুহূর্তগুলো, যখন ইতিহাস নতুন মোড় নেয়? অনুপম দেবাশীষ রায়ের অনবদ্য বিশ্লেষণ ও প্রত্যক্ষ অভিজ্ঞতায় লেখা এই বই আপনাকে নিয়ে যাবে ঘটনাপ্রবাহের কেন্দ্রবিন্দুতে—যেখানে সিদ্ধান্ত মুহূর্তেই বদলে দিতে পারে ভবিষ্যৎ!
অনুপম দেবাশীষ রায়ের লেখনীতে ধরা পড়েছে আন্দোলনের গভীর রাজনৈতিক ও সামাজিক বাস্তবতা। কীভাবে একটি ছোট প্রতিবাদ দানাবাঁধে বৃহত্তর প্রতিরোধে, কীভাবে রাষ্ট্র ও শাসকের বিরুদ্ধে জনগণের কণ্ঠ রুখে দাঁড়ায়—এই বই সেকথাই বলে। তথ্য, বিশ্লেষণ ও প্রত্যক্ষ অভিজ্ঞতার মিশেলে রচিত এই বই পাঠককে নিয়ে যাবে আন্দোলনের মধ্যমণিতে, যেখানে গড়ে উঠেছে আমাদের বর্তমানের ইতিহাস।
এটি শুধু অতীতের দলিল নয়, বরং আগামী দিনের বিপ্লবের দিশারি, বাংলাদেশ ও পৃথিবীর জন্য!",https://images.boitoi.com.bd/book/0263659d-8bba-4384-8683-47d21f93906c_lg.jpg,https://boitoi.com.bd/books/17048/বিদ্রোহ-থেকে-বিপ্লব
Psychopath—সাইকোপ্যাথ,Alayna Ifti,ভৌতিক,বইটই,by বইটই,বাংলা,0,,,,"একজন সাইকোপ্যাথ পুরুষ, যার হিংস্রতা তুখোড়। সে চায়না তার কথা কেউ অমান্য করুক। তার কথার অমান্য মানেই ভয়াবহ মৃত্যু। সে চায়না তার থেকে বড় পদে কেউ থাকুক। জীবন অন্যের-তবে নিয়ম তার। ডিস্কাশন সবার, রাইট'স শুধু তার। ক্রোধ, ব্লাক মানি নিয়ে গেছে তাকে অন্য জগতে।

অপরদিকে জার্মানে দিন দিন গ্যাং রে'প, ১১-১৫ বছরের মেয়েদের থেকে শুরু করে ছেলেদের লিপ্ত করাচ্ছে যৌ'ন কর্মে। মিসিং হচ্ছে নামি দামি বিখ্যাত শিল্পপতি ও পেইন্টার।

সেই জার্মানে হঠাৎ আগমন ঘটে অপার্থিব সৌন্দর্য বহনকারী এক রমনীর যার কাছে, নারী মানেই শক্তি। কোনো পুরুষ যদি চায় নারীকে পিষে ফেলতে তবে তা উখড়ে দেবার ক্ষমতা সে রাখে। 

–নৈশোভোজ নারী, আগুনের জাত,
নরখাদক কলমে কাঁপে সাত রাত।
মাফিয়া শক্তি, গল্পে আমার আইন-আমি লিখি মানেই পতন তোমার লাইন। নারী মানে এইভাবেই বিবরণ দেয় সে।

তারা কে? কী হবে পরবর্তীতে? কোন পরিস্থিতিতে দেখা হবে তাদের? কীভাবে হবে তাদের পরিচয়?? কিভাবে খুলবে সব জটলা?",https://images.boitoi.com.bd/book/d35da6e9-c15c-4158-b2c3-ab3cb8704b9b_lg.jpg,https://boitoi.com.bd/books/17075/psychopath—সাইকোপ্যাথ
আহা তোমার সঙ্গে প্রাণের খেলা,সাবিহা আলী কবির,নাটক,বইটই,by বইটই,বাংলা,69,30,,,"ছোটোবেলার তিন বন্ধু… পার্থ, নিলয় আর সাদাত—সস্ত্রীক বেড়াতে যাচ্ছে মালদ্বীপ। সাদাতের স্ত্রী ফাহমিদা, পার্থর পুরোনো প্রেমিকা। নিলয়ের আধা বাঙালি বউ তমা, ফরেনার এক ছেলেকে ভালোবেসেছিল, কিন্তু বাবা-মা জোর করে বিয়ে দেয় নিলয়ের সাথে। পার্থর নববিবাহিত স্ত্রী হিয়া এক সময় প্রচণ্ড ভালোবাসত পার্থরই ঘনিষ্ঠ বন্ধু নিলয়কে।

ওদের এই বেড়ানোটা ঠিক কতটা আনন্দময় হবে, বলা মুশকিল। পুরোনো সম্পর্কের ঘেরাটোপ থেকে বেরিয়ে ওরা তিন দম্পতি আনন্দ করতে পারবে তো?
নাকি অতীত এসে বাধ সাধবে, বেড়ানোর আনন্দ ভেস্তে দিয়ে উল্টো সম্পর্কগুলোকে টালমাটাল করে তুলবে?",https://images.boitoi.com.bd/book/9e3bf2ee-9b51-43b6-945d-e9864d930c30_lg.jpg,https://boitoi.com.bd/books/17080/আহা-তোমার-সঙ্গে-প্রাণের-খেলা
"প্রেমের মায়া
লেখিকা:সানা ইসলাম",sana islam,থ্রিলার,বইটই,by বইটই,বাংলা,0,,,,প্রিয় তুমি শুধু আমার,https://images.boitoi.com.bd/book/d721c95f-fa17-41fe-8797-cb666750595c_lg.jpg,https://boitoi.com.bd/books/17087/প্রেমের-মায়া-লেখিকা:সানা-ইসলাম
বস যখন বউ (১ম পার্ট),MD SHAID EMAM,ইসলামিক,বইটই,by বইটই,বাংলা,0,,,,মন ভালো হবে। আপনি রোমান্টিক হতে পারবেন। গল্প ভালো লাগলে পরবর্তী পার্ট গুলি দিবো।,https://images.boitoi.com.bd/book/ace4ad37-c755-4248-9c68-c1d99753ca23_lg.jpg,https://boitoi.com.bd/books/17088/বস-যখন-বউ-(১ম-পার্ট)
শাটল ট্রেনের গায়িকা,শেহজাদ আউয়াল,ভৌতিক,বইটই,by বইটই,বাংলা,0,,,,অতিপ্রাকৃত থ্রিলার / হরর,https://images.boitoi.com.bd/book/2f0f9cc4-833a-48c3-84ac-2af99d3e4579_lg.jpg,https://boitoi.com.bd/books/17148/শাটল-ট্রেনের-গায়িকা
Six to ten math,শেহজাদ আউয়াল,ছোট গল্প,বইটই,by বইটই,বাংলা,0,,,,গণিতের সূত্র,https://images.boitoi.com.bd/book/b50636e4-5915-44f8-8022-c6c8dabc2115_lg.jpg,https://boitoi.com.bd/books/17165/six-to-ten-math
অভিশপ্ত ফ্রেম,peww~~,ভৌতিক,বইটই,by বইটই,বাংলা,0,,,,,https://images.boitoi.com.bd/book/17da752a-1f63-4382-91ac-9c4a38ea5bc7_lg.jpg,https://boitoi.com.bd/books/17190/অভিশপ্ত-ফ্রেম
ভাগ্যের লহর,Sahad Sheikh,রহস্য,বইটই,by বইটই,বাংলা,0,,,,"জাত-পাতের দেওয়াল ভেঙে ভালোবাসা যখন পথ খোঁজে, তখন ভাগ্য অন্য খেলা খেলে। শফিক — এক সাধারণ জেলে — রিয়াকে হারিয়ে নদীর বুকে একাকী বসে থাকে বিচ্ছেদের যন্ত্রণা বুকে নিয়ে। কিন্তু ভাগ্যের লহর কখনো থেমে থাকে না — সেই রাতে নদীর অন্ধকারে সে জানতে পারে এমন এক সত্য, যা তার পুরো পৃথিবীটাকে চিরতরে বদলে দেয়। ভালোবাসা, রহস্য, ফ্যান্টাসি আর আধ্যাত্মিকতার এক অনন্য মিশেলে রচিত — ভাগ্যের লহর।",https://images.boitoi.com.bd/book/ae6b38b1-4e59-4e60-9cf5-e0b464327f7e_lg.jpg,https://boitoi.com.bd/books/17197/ভাগ্যের-লহর
বিদায় (১ম খন্ড ),আরিয়ান চৌধুরী Md mowaj bin Azad,ছোট গল্প,বইটই,by বইটই,বাংলা,0,,,,"বিদায় (প্রথম খণ্ড)” একটি আবেগঘন প্রেমের উপন্যাস, যেখানে ভালোবাসা, ভুল বোঝাবুঝি এবং সময়ের নির্মম সত্য একসঙ্গে জড়িয়ে গেছে। গল্পের কেন্দ্রবিন্দুতে আছে রোহান, রেশমি ও রিতা—তিনটি হৃদয়ের জটিল সম্পর্ক।
রোহান প্রথমে মনে করেছিল সে রেশমিকে ভালোবাসে। কিন্তু সময়ের সঙ্গে সঙ্গে সে উপলব্ধি করে, তার হৃদয়ের গভীরে আসলে জায়গা করে নিয়েছে রেশমির বড় বোন রিতা। যখন সে নিজের সত্য অনুভূতিকে চিনতে পারে, তখন অনেক দেরি হয়ে যায়। কারণ ভালোবাসার মতোই কিছু বিদায় চিরস্থায়ী হয়ে যায়।
এই উপন্যাস কেবল একটি প্রেমের গল্প নয়—এটি না বলা অনুভূতি, নীরব ত্যাগ এবং হৃদয়ের গভীরে জমে থাকা এক অনিবার্য বিদায়ের",https://images.boitoi.com.bd/book/9535651e-80e8-478d-84cc-fff036fa5aa7_lg.jpg,https://boitoi.com.bd/books/17224/বিদায়-(১ম-খন্ড-)
নিশুতি রাতের ছায়া,শেহজাদ আউয়াল,ভৌতিক,বইটই,by বইটই,বাংলা,0,,,,"মাঝরাতের নিস্তব্ধতায় কানে আসা সেই ফিসফিসানি কি স্রেফ মনের ভুল, নাকি পুরনো জমিদার বাড়ির কোনো অতৃপ্ত আত্মা? হাড়হিম করা এক অভিজ্ঞতার গল্প— 'নিশুতি রাতের ছায়া'।""",https://images.boitoi.com.bd/book/997509a0-ad5d-41fb-ac9f-c4216fad1b74_lg.jpg,https://boitoi.com.bd/books/17233/নিশুতি-রাতের-ছায়া
হাসির ঝুড়ি,siam khan,ছোট গল্প,বইটই,by বইটই,বাংলা,0,,,,বইটি পড়লে অবশ্যই হাসতে হবে। তাই দেরি না করে এখনই পড়ে ফেলুন।,https://images.boitoi.com.bd/book/26311eb9-cca0-4936-aa27-ccb3c80b9109_lg.jpg,https://boitoi.com.bd/books/17248/হাসির-ঝুড়ি
হিয়ার মাঝে তুমি,ফিজা মাহনূর চৌধুরী,# 6 নাটক,বইটই,by বইটই,বাংলা,87,40,,,"আয়াশ সাইকেলটা ইচ্ছে করেই ধীরে চালাচ্ছে। সামনে অনেকটা ফাঁকা রাস্তা। বাকি সবাই অনেক আগেই চোখের আড়াল হয়ে গেছে। হিয়া প্রথমে কিছু বলেনি, শুধু চারদিকে তাকাচ্ছিল। চেরি ব্লসমের পাপড়ি ওর চুলে এসে আটকে যাচ্ছে, গাউনের ওপর পড়ে থাকছে। কিছু পাপড়ি ওর কোলের ওপর জমে আছে। ও হাত বাড়িয়ে একটা পাপড়ি তুলে দেখল, তারপর আবার বাতাসেই ছেড়ে দিল।

হঠাৎ একটু জোরালো বাতাস এল। একসাথে অনেকগুলো ফুল ঝরে পড়ল—যেন কেউ ওপর থেকে মুঠো মুঠো গোলাপি রং ছুঁড়ে দিচ্ছে। আয়াশ থামেনি, তবে গতি আরও কমিয়ে দিল। রাস্তার ওপর পাতলা হয়ে ফুল বিছানো। সাইকেলের চাকা এগোলে পাপড়িগুলো একটু উড়ে গিয়ে আবার থিতু হচ্ছে। চারপাশ এত চুপচাপ যে শুধু চাকার ঘূর্ণন আর হালকা বাতাসের শব্দ শোনা যাচ্ছে।

হিয়া অজান্তেই আয়াশের শার্ট শক্ত করে চেপে ধরল। জাপান নিয়ে ওর যত বিষাদময় স্মৃতি ছিল, এই বিকেলটা যেন তার সবটুকু ভুলিয়ে দিচ্ছে। এই শহরটাকে আজ অন্যরকম লাগছে—কষ্টের জায়গায় এক অদ্ভুত প্রশান্তি।

সূর্য ধীরে ধীরে ডুবছে। আকাশে নরম গোলাপি আভা ছড়িয়ে পড়েছে। সেই আলো আর ঝরে পড়া ফুল মিলেমিশে মুহূর্তটাকে এক জায়গায় স্থির করে দিয়েছে। আয়াশ এতক্ষণ হিয়াকে পর্যবেক্ষণ করছিল। ওর পিঠে হিয়ার মাথা ঠেকানো আর চারপাশের সৌন্দর্য উপভোগ করা—সবকিছুই ও খুব নিবিড়ভাবে খেয়াল করছিল। বাতাসের তীব্রতা দেখে আয়াশ নরম গলায় বলল,

“ঠান্ডা লাগছে?”

হিয়া মাথা নেড়ে বলল, “না, ভালো লাগছে।”

সত্যিই আজ ভালো লাগছে হিয়ার। এই আবহাওয়ায় ওর মনের সব ভার হালকা হয়ে যাচ্ছে। আয়াশ এগিয়ে চলল গোলাপি ছাউনির নিচ দিয়ে। পেছনে ঝরে পড়া পাপড়ির ওপর চাকার দাগ রয়ে গেল, কিন্তু মুহূর্তটা অমলিন হয়ে থেকে গেল—শান্ত, ধীর আর অদ্ভুত সুন্দর।

কিছুদূর গিয়ে আয়াশ হঠাৎ সাইকেল থামাল। রাস্তার একপাশে ছোট্ট কাঠের ব্রিজ, নিচে সরু খাল বয়ে যাচ্ছে। খালের জলে ভাসছে চেরি ব্লসমের পাপড়ি। গোলাপি ফুলের ছোঁয়ায় জলটাও যেন রঙিন হয়ে গেছে।

“নামবে?”

আয়াশ নিচু স্বরে জিজ্ঞেস করল। হিয়া কিছু না বলে নেমে দাঁড়াল। ওর গাউনের নিচের অংশে কয়েকটা পাপড়ি লেগে আছে। বাতাস আবারও এক পশলা নরম দমকা দিয়ে গেল। গাছের ডাল থেকে একসাথে অনেকগুলো ফুল ঝরে পড়ল। এবার হিয়া মাথা উঁচু করে আকাশের দিকে তাকাল। পাপড়িগুলো ওর মুখে আর চুলে এসে লাগছে। ও এবার আর চোখ বন্ধ করল না। আয়াশ একপাশে দাঁড়িয়ে অপলক চেয়ে রইল ওর দিকে।",https://images.boitoi.com.bd/book/9ccbf0b8-9ff0-4a36-9fe9-ec7f22039a3f_lg.jpg,https://boitoi.com.bd/books/17256/হিয়ার-মাঝে-তুমি
অভিশপ্ত কোয়ার্টার ও ইফরিত,সাদিয়া জান্নাত মোহ,ইসলামিক,বইটই,by বইটই,বাংলা,0,,,,"একটা সুন্দর জীবন।  হঠাৎ করেই এল অপরিচিত ডাক। যা থেকে পরিএানের উপায় নেই। তবুও সৃষ্টি জগতের অদৃশ্য খেলা। সৃষ্টি যাদি থাকে তবে ধ্বংস ও আছে। আছে অদৃশ্য শক্তির থেকে মুক্তির উপায়। স্রষ্টা এবং সৃষ্টি মধ্যে বাজছে দামামা। ক্ষয়ে গেল স্নিগ্ধ সুন্দর একটি মেয়ের জীবন বেঁচে গেল একটি ফুল। আরো রইল কত ইতিকথা, একটি পারিবারিক বন্ধন আর স্রষ্টার গভীর ভালোবাসার বহিঃপ্রকাশ। এতটুকুই কি সামান্য নাকি রয়েছে আরো গভীর রহস্য। এই রহস্যের জট কি আদৌও পেরোনো সম্ভব। ভেতর-বাহিরে চলছে এক অদৃশ্য শক্তি আর অদৃষ্টের বিচিত্র।",https://images.boitoi.com.bd/book/a1751b83-d0aa-496b-979e-75a1798e1731_lg.jpg,https://boitoi.com.bd/books/17267/অভিশপ্ত-কোয়ার্টার-ও-ইফরিত
Between Love & Lies (সিজন-২),লামিয়া রহমান মেঘলা,# 10 ফ্যান্টাসি,বইটই,by বইটই,বাংলা,87,40,,,"ঘুম থেকে উঠে ঈষা কোমরে প্রচণ্ড ব্যথা অনুভব করে। সেই ব্যথা সহ্য করতে না পেরে ঈষা ককিয়ে ওঠে।

'উহ্‌....'

রেহান এগিয়ে যায়।

'ঈষু? গুড মর্নিং।'

ঈষা চোখ মেলে তাকায়। রেহানকে দেখে মিষ্টি হাসে সে,

'গুড মর্নিং।'

রেহান ঈষার ঠোঁটে আলতো করে চুমু খায়। ঈষা রেহানের বুকে মৃদু আঘাত করে বলে,

'উহু, আমার কোমর এত ব্যথা করছে কেন?'

রেহান মিষ্টি হেসে ঈষার কপালে চুমু খায়। এরপর ঈষাকে কোলে তুলে নেয়,

'প্রথম প্রথম এরকম হয়, সব ঠিক হয়ে যাবে সময়ের সাথে।'

কথাটা বলে ঈষাকে নিয়ে ওয়াশরুমে চলে যায় রেহান।",https://images.boitoi.com.bd/book/3e497ec8-4cee-49c0-9080-235c68705f55_lg.jpg,https://boitoi.com.bd/books/17311/between-love-and-lies-(সিজন-২)
ও ভ্রমর রে,Md. Manik Hasan,ছোট গল্প,বইটই,by বইটই,বাংলা,0,,,,আমার এই গল্পের অনেক ভুল ত্রুটি থাকিতে পারে অতএব এই ভুল ত্রুটি গুলোকে ক্ষমার দৃষ্টিতে দেখবেন আশা করি মানুষ মাত্রই ভুল আর যেহেতু লেখক হিসেবে আমার জীবনের এটি প্রথম প্রকাশিত একটি বই অতএব এখানে ভুল ত্রুটি থাকতেই পারে এটাই স্বাভাবিক হয়তোবা আমার এই লেখা আপনার হৃদয়কে স্তব্ধ নাও করতে পারে তাতে আমার কোন আপত্তি নেই কিন্তু কিছু লিখতে পেরেছি এটাই অনেক,https://images.boitoi.com.bd/book/a24bb110-2a04-44a0-b1f2-a5949a485764_lg.jpg,https://boitoi.com.bd/books/17325/ও-ভ্রমর-রে
অশুভ গ্রহ,জান্নাতুল ফেরদৌস ইসফা,ছোট গল্প,বইটই,by বইটই,বাংলা,0,,,,"মহাকাশ নিয়ে আমার জল্পনা কল্পনার শেষ নেই। সেই কল্পনারই একটা অংশ এই ""অশুভ গ্রহ""
হুমায়ূন স্যারের সায়েন্স ফিকশন জনরার গল্প পড়ে অনুপ্রাণিত হয়ে লেখা। কেমন লিখেছি জানি না,তবে ভবিষ্যতে হয়তো ভালো লিখবো। আর কিছু লিখতে ইচ্ছে করছে না। বৃত্তান্ত বা ফ্ল্যাপ লেখার বেলায় আমি খুবই কাঁচা। যা তখন মাথায় আসে তাই ই লিখি। এটাকে ছাইপাশ বললেও ক্ষতি নেই। হা হা!",https://images.boitoi.com.bd/book/01476227-e6b3-4887-81ef-a6007dae77d6_lg.jpg,https://boitoi.com.bd/books/17350/অশুভ-গ্রহ
কবরস্থানের সেই ভয়ংকর রাত,ভোর বেলার পাখি,ভৌতিক,বইটই,by বইটই,বাংলা,0,,,,মাসুম কি পারবে তার ছেলে জামিলকে বাঁচাতে সে কি পারবে তাদের সুখের সংসার ধরে রাখতে???,https://images.boitoi.com.bd/book/3c88d0a7-10d4-4714-a71e-08f0306db422_lg.jpg,https://boitoi.com.bd/books/17353/কবরস্থানের-সেই-ভয়ংকর-রাত
১৪৪-এর সংকেত,রিয়াজ রাজ,অতিপ্রাকৃত,বইটই,by বইটই,বাংলা,26,233,,,"সারাদিন ফোনে স্ক্রলিং করছেন? আপনার মস্তিষ্ক কি ডিজিটাল মায়াজালে বন্দি? কৃত্রিম বুদ্ধিমত্তা বা এআই কীভাবে আমাদের শক্তি কেড়ে নিয়ে “নফস-এ-আম্মারা” কে উসকে দিচ্ছে, তা কি কখনো ভেবেছেন?

আসসালামু ওয়ালাইকুম। আমি রিয়াজ রাজ। এই বইয়ে উন্মোচিত হলো, স্ক্রিনের আড়ালে শয়তানের সূক্ষ্ম জাল। কিভাবে সে মুরাদের জীবনকে নরক বানালো। সামান্য একটি Ai চ্যাটবট, কিভাবে কাওকে হত্যা করে। চলুন, মুরাদের ঘটনা শুনার আগে, এই স্ক্রিনের ওপারে কি হয় তা দেখি। সাথে জানবো, প্রাচীন গ্রন্থের সেসব রহস্য। যা মিশে আছে ১৪৪ সংখ্যাকে ঘিরে।

আধ্যাত্মিকতা, মহাজাগতিক পোর্টাল এবং ডিজিটাল মায়াজালের একটি তাত্ত্বিক ও বৈজ্ঞানিক বিশ্লেষণ।",https://images.boitoi.com.bd/book/ab95375d-beee-4483-b672-2d6c87fe1ed9_lg.jpg,https://boitoi.com.bd/books/17358/১৪৪-এর-সংকেত
